bar_v,delta_v,delta_v_over_bar_v,beta_H,beta_L,gamma,P0,p_L,p_Y,switch_time_Y_to_S,avg_delay_H,avg_delay_L,n_L_accept_Y,n_L_accept_S,n_H_accept_Y,n_H_accept_S,all_adopted
50,30,0.6,0.8,0.98,0.2,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.8,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.8,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.8,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,10,0.7,0.8,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.8,0.98,0.5,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,10,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,10,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,10,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,10,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.2,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.5,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.8,,0.0,0.0,70,0,130,0,True
50,30,0.6,0.9,0.98,0.2,20,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.2,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.5,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.8,,0.0,0.0,103,0,97,0,True
50,30,0.6,0.9,0.98,0.2,20,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.2,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.5,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.8,,0.0,0.0,145,0,55,0,True
50,30,0.6,0.9,0.98,0.2,20,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,20,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.2,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.2,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.5,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.5,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.8,,0.0,0.0,70,0,0,130,True
50,30,0.6,0.9,0.98,0.2,30,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.3,0.8,,,0.0,70,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.2,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.2,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.5,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.5,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.8,,0.0,0.0,103,0,0,97,True
50,30,0.6,0.9,0.98,0.2,30,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.5,0.8,,,0.0,103,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.2,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.2,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.5,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.5,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.8,,0.0,0.0,145,0,0,55,True
50,30,0.6,0.9,0.98,0.2,30,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.2,30,0.7,0.8,,,0.0,145,0,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.2,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.2,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.2,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.5,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.5,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.5,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.8,,0.0,0.0,0,70,0,130,True
50,30,0.6,0.9,0.98,0.5,10,0.3,0.8,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.3,0.8,,,0.0,0,70,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.2,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.2,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.2,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.5,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.5,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.5,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.8,,0.0,0.0,0,103,0,97,True
50,30,0.6,0.9,0.98,0.5,10,0.5,0.8,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.5,0.8,,,0.0,0,103,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.9,0.98,0.5,10,0.7,0.2,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.9,0.98,0.5,10,0.7,0.2,,,0.0,0,145,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.7,0.2,,,0.0,0,145,0,0,False
50,30,0.6,0.9,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
50,30,0.6,0.9,0.98,0.5,10,0.7,0.5,,0.0,0.0,0,145,0,55,True
